	Yritys	Kotipaikka	Toimiala	
28.08.2025	Särkelä Matti Paavo	Rovaniemi	02100 - Metsänhoito	
28.08.2025	Taala Jussi Petteri	Hämeenlinna	02100 - Metsänhoito	
28.08.2025	JLMM Invest Oy	Savonlinna		
28.08.2025	Tuomox Oy	Tuusula		
28.08.2025	S-Kojeisto Oy	Savonlinna		
28.08.2025	Senkkeri Group Oy	Tuusniemi		
28.08.2025	Pohtila Kauko Ensio	Salla	02100 - Metsänhoito	
28.08.2025	Tikkanen Eeva Kaarina	Porvoo	01110 - Viljakasvien (pl. riisin), palkokasvien ja öljysiemenkasvien viljely	
28.08.2025	Ylitalo Vuokko Aulikki	Tammela	02100 - Metsänhoito	
28.08.2025	Tmi Leena Majamäki	Helsinki	70210 - Suhdetoiminta ja viestintä	
28.08.2025	Psykologi Liisa Seppälä	Järvenpää	86909 - Muu terveyspalvelu	
28.08.2025	Jean Bidco AS		64200 - Rahoitusalan holdingyhtiöiden toiminta	
28.08.2025	Motiora Oy	Helsinki	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
28.08.2025	Vistaro Oy	Helsinki	41100 - Rakennuttaminen ja rakennushankkeiden kehittäminen	
28.08.2025	Ajonova Oy	Helsinki	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
28.08.2025	Vannero Oy	Helsinki	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
28.08.2025	JVM Finance Oy	Espoo	71123 - Rakennetekninen palvelu	
28.08.2025	Dream Homes Away Málaga Oy	Helsinki	68202 - Asuntojen ja asuinkiinteistöjen hallinta	
28.08.2025	Psykoterapiapalvelu Lehtomäki	Iisalmi		
28.08.2025	Stellaxway	Ylöjärvi	81210 - Kiinteistöjen siivous	
28.08.2025	Sanojen ilo	Kerava		
28.08.2025	Strativa Oy	Helsinki	41100 - Rakennuttaminen ja rakennushankkeiden kehittäminen	
28.08.2025	TLB Team Oy	Suonenjoki	47594 - Taloustavaroiden vähittäiskauppa	
28.08.2025	Cloudberry VC Fund 1 GP Oy	Helsinki	66190 - Muu rahoitusta palveleva toiminta (pl. vakuutus- ja eläkevakuutustoiminta)	
28.08.2025	VELARA GROUP OY	Vantaa	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Bivröst Oy	Kouvola	62010 - Ohjelmistojen suunnittelu ja valmistus	
28.08.2025	Anna Ylikarjula Wellness Oy	Kokkola	47990 - Muu vähittäiskauppa muualla kuin myymälöissä	
28.08.2025	JA Voutilainen Oy	Lahti	46130 - Puutavaran ja rakennusmateriaalien agentuuritoiminta	
28.08.2025	Jerrys Bygg och Planering Ab	Parainen	71123 - Rakennetekninen palvelu	
28.08.2025	Momen zada	Vantaa	49320 - Taksiliikenne	
28.08.2025	Aaria-Saneeraus	Helsinki		
28.08.2025	Kattosoinio	Espoo		
28.08.2025	TurtleTM	Lahti		
28.08.2025	S Suunnittelu ja Maalaustyöt	Tampere		


Päivämäärä	Yritys	Kotipaikka	Toimiala	
28.08.2025	Hastom Oy	Nurmijärvi	47919 - Muu postimyynti ja verkkokauppa	
28.08.2025	Nokian sosiaali- ja terveysasema Oy	Nokia	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Happy Haukku Oy	Helsinki	47764 - Lemmikkieläinten, niiden ruokien ja tarvikkeiden vähittäiskauppa	
28.08.2025	Vicentelo Lupa Avelino Gerardo	Hyvinkää	71121 - Yhdyskuntasuunnittelu	
28.08.2025	Carrot Uusimaa Oy konkurssipesä	Helsinki	78200 - Työvoiman vuokraus	
28.08.2025	Meishin Imports Oy	Oulu	45112 - Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa	
28.08.2025	IndustPro Oy	Pyhäjoki	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	Lakiasiaintoimisto Konttajärvi Oy	Helsinki	69102 - Lakiasiaintoimistot	
28.08.2025	Oikarinen Yhtiöt Oy	Kajaani	49410 - Tieliikenteen tavarankuljetus	
28.08.2025	Roof LKV Keski-Uusimaa Oy	Järvenpää	68310 - Kiinteistönvälitys	
28.08.2025	ALLI Service Oy	Turku	81210 - Kiinteistöjen siivous	
28.08.2025	DogBrake Oy	Raahe	46499 - Muu kotitaloustavaroiden tukkukauppa	
28.08.2025	Cmup Oy	Helsinki	85510 - Urheilu- ja liikuntakoulutus	
28.08.2025	kovajobi Oy	Turku	78100 - Työnvälitystoiminta	
28.08.2025	MixRunners Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
28.08.2025	JLA huolto Oy	Hattula	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
28.08.2025	Eagle-Hockey Oy	Pori	78300 - Muut henkilöstön hankintapalvelut	
28.08.2025	Pala & Palikka Oy	Tampere	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	Karvos Oy	Nivala	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Bramble Cay Oy	Kuopio	72110 - Biotekninen tutkimus ja kehittäminen	
28.08.2025	UNA equestrian	Tuusula	93190 - Muu urheilutoiminta	
28.08.2025	Solid House Helsinki Oy konkurssipesä	Helsinki	68310 - Kiinteistönvälitys	
28.08.2025	Jämsän Lasi ja Kehys Oy konkurssipesä	Jämsä	43342 - Lasitus	
28.08.2025	Oulun Lukitustekniikka Oy konkurssipesä	Oulu	47596 - Lukkoseppä- ja avainliikkeet	
28.08.2025	Lakea Oy konkurssipesä	Seinäjoki	41100 - Rakennuttaminen ja rakennushankkeiden kehittäminen	
28.08.2025	Rajatalo ry	Keuruu		
28.08.2025	Lilyfreshbreath Oy	Espoo	86230 - Hammaslääkäripalvelut	
28.08.2025	SOS-Care Oy	Turku	88101 - Kotipalvelut ikääntyneille ja vammaisille	
28.08.2025	Virevara Oy	Tampere	86220 - Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut	
28.08.2025	LHM Invest Ab Oy	Pietarsaari	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Mikkola Ville Artturi	Helsinki	47799 - Muiden käytettyjen tavaroiden vähittäiskauppa	
28.08.2025	Electro-Alien	Riihimäki	74909 - Muu ammatillinen, tieteellinen ja tekninen toiminta	
28.08.2025	AZY Palvelu	Kerava	49320 - Taksiliikenne	
28.08.2025	P-K Kukkakruunu	Lohja	96021 - Parturit ja kampaamot	
28.08.2025	Kuljetus Henri Tanaka Oy konkurssipesä	Jyväskylä	00000 - Toimiala tuntematon	
28.08.2025	Tilavista Virtual Oy	Helsinki	71126 - Muu rakennustekninen palvelu	
28.08.2025	Raanupirtti Oy	Rovaniemi	79900 - Varauspalvelut, matkaoppaiden palvelut ym.	
28.08.2025	Naturalista Oy	Raisio	71110 - Arkkitehtipalvelut	
28.08.2025	Tamang Bishal	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
28.08.2025	Saarijärvi Erkki Antero	Siikalatva	02100 - Metsänhoito	
28.08.2025	Polunvirta	Parkano	96040 - Kylpylaitokset, saunat, solariumit yms. palvelut	
28.08.2025	Stickybit	Vantaa	62010 - Ohjelmistojen suunnittelu ja valmistus	
28.08.2025	Aloittelijan apuna Oy	Riihimäki	85510 - Urheilu- ja liikuntakoulutus	
28.08.2025	NovoClean Oy	Espoo	81210 - Kiinteistöjen siivous	
28.08.2025	Saimaan arkihuolto Oy	Lappeenranta	81100 - Kiinteistönhoito	
28.08.2025	Goodir Kuljetus	Helsinki	49320 - Taksiliikenne	
28.08.2025	Erikoislääkäri Markus Lindroos Oy	Vaasa	86220 - Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut	
28.08.2025	Limonella	Jyväskylä	47913 - Laajan valikoiman postimyynti ja verkkokauppa	
28.08.2025	BuyCar Europe Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	BrivonScale Oy	Espoo	85599 - Muut koulutusta antavat yksiköt	
28.08.2025	Helisos Oy	Turku	30300 - Ilma- ja avaruusalusten ja niihin liittyvien koneiden valmistus	
28.08.2025	Acco Plus Oy	Helsinki	69201 - Kirjanpito- ja tilinpäätöspalvelu	
28.08.2025	Formanta Oy	Helsinki	41100 - Rakennuttaminen ja rakennushankkeiden kehittäminen	
28.08.2025	Sidekick Working Oy	Loviisa	43341 - Maalaus	
28.08.2025	Tyrsky Advisors Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	AAA-AI	Helsinki	90030 - Taiteellinen luominen	
28.08.2025	Teo Hakanen	Kaarina	86909 - Muu terveyspalvelu	
28.08.2025	Rotary Club Lahti International ry	Lahti		
28.08.2025	Tasa Analytics Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	Raveks Homes and Design Oy	Espoo	41200 - Asuin- ja muiden rakennusten rakentaminen	
28.08.2025	WorkBunny	Helsinki	47913 - Laajan valikoiman postimyynti ja verkkokauppa	
28.08.2025	Faktori 21	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	Tassuväen Tavaratalo Oy	Pori	47764 - Lemmikkieläinten, niiden ruokien ja tarvikkeiden vähittäiskauppa	
28.08.2025	Villa Ruppovaara Oy	Kitee	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Rosengren Capital Oy	Helsinki	68202 - Asuntojen ja asuinkiinteistöjen hallinta	
28.08.2025	Lammutus X OÜ		41200 - Asuin- ja muiden rakennusten rakentaminen	
28.08.2025	AUNELA	Espoo		
28.08.2025	Dry Group Oy	Espoo	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	Uuperi Oy	Hamina	93291 - Hiihto- ja laskettelukeskukset	
28.08.2025	Varmasti Hoituu	Tampere	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
28.08.2025	Ledger Lady Media Oy	Lieto	73119 - Muu mainospalvelu	
28.08.2025	28 Rakennus Oy	Kauniainen	41200 - Asuin- ja muiden rakennusten rakentaminen	
28.08.2025	RUUP OY	Vantaa	78200 - Työvoiman vuokraus	
28.08.2025	Novistra Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	Start X Oy	Rovaniemi	47785 - Lahjatavaroiden ja askartelutarvikkeiden vähittäiskauppa	
28.08.2025	Ida Karikoski	Masku	74101 - Graafinen muotoilu	
28.08.2025	KyytiGo Oy	Tampere	49320 - Taksiliikenne	
28.08.2025	Seven Holding Oy	Lahti	64200 - Rahoitusalan holdingyhtiöiden toiminta	
28.08.2025	VILSI Oy	Pirkkala	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
28.08.2025	JKJ Väyrynen	Sodankylä		
28.08.2025	Inglivan OÜ		49410 - Tieliikenteen tavarankuljetus	
28.08.2025	At Your Table Oy	Helsinki	88991 - Kotipalvelut muille kuin ikääntyneille ja vammaisille	
28.08.2025	ChefOtava	Siilinjärvi	10710 - Leivän valmistus; tuoreiden leivonnaisten ja kakkujen valmistus	
28.08.2025	Urban Stitch Oy	Sotkamo	47719 - Vaatteiden yleisvähittäiskauppa	
28.08.2025	Estevez Moreira Jaime	Helsinki	85520 - Taiteen ja musiikin koulutus	
28.08.2025	Maanrakennus Nyholm	Espoo	81300 - Maisemanhoitopalvelut	
28.08.2025	CS Holding Grönvik Ab	Mustasaari	64200 - Rahoitusalan holdingyhtiöiden toiminta	
28.08.2025	Pumari Oy	Tampere	52299 - Muu kuljetusvälitys	
28.08.2025	Itä- ja Pohjoiskalottien Aimokairaajat Oy	Joensuu	42999 - Muu muualla luokittelematon maa- ja vesirakentaminen	
28.08.2025	Itä-Helsingin Autohuolto Oy	Helsinki	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
28.08.2025	Napos Foods	Helsinki	56101 - Ravintolat	
28.08.2025	Highstone Holding Oy	Helsinki	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
28.08.2025	Tilitoimisto Kaisu Haataja Oy	Tyrnävä	69201 - Kirjanpito- ja tilinpäätöspalvelu	
28.08.2025	Hallikainen Petri Tapani	Nurmijärvi	70220 - Muu liikkeenjohdon konsultointi	
28.08.2025	Kanerva Haho	Oulu	52219 - Muu maaliikennettä palveleva toiminta	
28.08.2025	POWR OY	Vantaa	41200 - Asuin- ja muiden rakennusten rakentaminen	
28.08.2025	Auera Flow Oy	Jyväskylä	86909 - Muu terveyspalvelu	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 6	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 4	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 3	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
Päivämäärä	Yritys	Kotipaikka	Toimiala	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 1	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Viking-IT Oy	Vihti	62030 - Tietojenkäsittelyn ja laitteistojen käyttö- ja hallintapalvelut	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 5	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 7	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Rautamäki Oy	Virrat	47521 - Rauta- ja rakennustarvikkeiden yleisvähittäiskauppa	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 2	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Kiinteistö Oy Pohjolan Tonttiyhtiö 8	Espoo	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Rakennus Network Oy	Ruovesi	42220 - Sähkö- ja tietoliikenneverkkojen rakentaminen	
28.08.2025	RH Vision Oy	Turku	64200 - Rahoitusalan holdingyhtiöiden toiminta	
28.08.2025	S&R Maanrakennus	Jyväskylä	71123 - Rakennetekninen palvelu	
28.08.2025	Liedon Kebab Pizzaria avoin yhtiö	Lieto	56101 - Ravintolat	
28.08.2025	Bolero C Oy	Helsinki	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
28.08.2025	Devix	Tampere	62090 - Muu laitteisto- ja tietotekninen palvelutoiminta	
28.08.2025	Njoh Namange Maxime	Vantaa	49320 - Taksiliikenne	
28.08.2025	Sähkö&isku Tekniikka	Espoo	71129 - Muu tekninen palvelu	
28.08.2025	Hansabuss Suomi Oy	Vantaa	49320 - Taksiliikenne	
28.08.2025	Ali Hamza Farooq	Turku	56290 - Henkilöstö- ja laitosruokalat	
28.08.2025	Huudot Oy	Helsinki	45112 - Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa	
28.08.2025	Housemed Holding Oy	Kerava	64200 - Rahoitusalan holdingyhtiöiden toiminta	
28.08.2025	Pihlajamäki Group oy	Laihia	41200 - Asuin- ja muiden rakennusten rakentaminen	
28.08.2025	SilfverIT Invest Oy	Tampere	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
28.08.2025	Kabul Market Oy	Tampere	47299 - Muu päivittäistavaroiden erikoisvähittäiskauppa	
28.08.2025	NOSSO Productions	Vantaa	90010 - Esittävät taiteet	
28.08.2025	Faiyaz Enterprise	Helsinki	49320 - Taksiliikenne	
28.08.2025	Sällinen Annika Marja	Kouvola	43341 - Maalaus	
27.08.2025	Discover America Finland ry	Helsinki		
27.08.2025	As Oy Pyhäjärven Huvitus	Pöytyä		
27.08.2025	Amin & Co Oy	Lahti		
27.08.2025	Vanderlande Industries Private Limited		62010 - Ohjelmistojen suunnittelu ja valmistus	
27.08.2025	HanRax OÜ		46909 - Muualla luokittelematon tukkukauppa	
27.08.2025	ARCTIC WOOD AB		16239 - Muu rakennuspuusepäntuotteiden valmistus	
27.08.2025	SERVICIOS GENERALES INAGAS 2001 SA		35230 - Kaasun kauppa putkiverkossa	
27.08.2025	Rauhan Satama Ry	Kolari		
27.08.2025	Kikatus Luomus Luminus ry	Kuopio		
27.08.2025	Sysäys ry	Orivesi		
27.08.2025	Sunnyside ry	Helsinki		
27.08.2025	Emal Palvelut Oy	Helsinki		
27.08.2025	Keski-Suomen Metsätyöt	Jämsä		
27.08.2025	Nasir Ifza	Joensuu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Pöyhönen Ida Emilia	Helsinki	85510 - Urheilu- ja liikuntakoulutus	
27.08.2025	Sooriyaperakasam Nilakshman	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Rautiainen Karo Jaakko Kristian	Kajaani	02100 - Metsänhoito	
27.08.2025	Muna Edvin	Järvenpää	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Lassas Elias Karl-Johan	Närpiö	02100 - Metsänhoito	
27.08.2025	Vetola Jari Kristian	Kouvola	02100 - Metsänhoito	
27.08.2025	Uprety Suman	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Tambuly Sumi	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Siira-Pietikäinen Anne Maarit	Oulu	70220 - Muu liikkeenjohdon konsultointi	
27.08.2025	Bhandari Nabin	Riihimäki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Thapa Chhetri Bishal	Kouvola	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Lilja Roni Benjamin	Turku	43220 - Lämpö-, vesijohto- ja ilmastointiasennus	
27.08.2025	Korhonen Arja Maarit Kristiina	Jyväskylä	70220 - Muu liikkeenjohdon konsultointi	
27.08.2025	Rai Ashish	Joensuu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Thavayogarajah Manoj	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Hayat Malik Ahmed	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Monninkylän koirapuisto ry	Askola		
27.08.2025	Tuhkunen Invest Oy	Kokkola		
27.08.2025	Kokkolan Hautakivipalvelu Oy	Kokkola		
27.08.2025	De Costa Merigngnage Lilantha Gayan	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Törmänen Daniel Joonatan	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Juvonen Timo Olavi	Tuusula	02100 - Metsänhoito	
27.08.2025	Pavel Md Imam Hossain	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Kotila Eeva-Liisa	Utajärvi	02100 - Metsänhoito	
27.08.2025	Sultan Muhammad Hassan	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Kelo Marno Aarne Ilmari	Mäntsälä	02100 - Metsänhoito	
27.08.2025	Syed Nabeel Raza	Helsinki	86210 - Terveyskeskus- ja vastaavat yleislääkäripalvelut	
27.08.2025	Rossi Olli Aleksi	Jyväskylä	02100 - Metsänhoito	
27.08.2025	Koivula Jari Kalevi		02100 - Metsänhoito	
27.08.2025	JKN Holding Oy	Ylöjärvi	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
27.08.2025	Zeill Oy Ab	Pietarsaari	32999 - Muu muualla luokittelemattomien tuotteiden valmistus	
27.08.2025	Puro Digital Horizon Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
27.08.2025	JPJP Holding Oy	Vantaa	66300 - Omaisuudenhoitotoiminta	
27.08.2025	Anton Mäkelä	Helsinki		
27.08.2025	Pehmeä Kohta	Turku	90030 - Taiteellinen luominen	
27.08.2025	Nails by Leticia	Tampere		
27.08.2025	Anni Hirvinen	Tampere	01110 - Viljakasvien (pl. riisin), palkokasvien ja öljysiemenkasvien viljely	
27.08.2025	Litotrading	Kouvola	47919 - Muu postimyynti ja verkkokauppa	
27.08.2025	Lorelei Studio	Helsinki	47722 - Laukkujen vähittäiskauppa	
27.08.2025	Tarkoituspolku	Ruovesi	86909 - Muu terveyspalvelu	
27.08.2025	StyleStep	Kemi		
27.08.2025	Lundén Works	Parainen	43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
27.08.2025	Ala-Viikari Matti Pauli	Punkalaidun	01110 - Viljakasvien (pl. riisin), palkokasvien ja öljysiemenkasvien viljely	
27.08.2025	Blue Orchid Tmi	Jyväskylä		
27.08.2025	Närpes bär	Närpiö		
27.08.2025	EKOPINO	Turku		
27.08.2025	Hanna Ronkainen	Mikkeli		
27.08.2025	Soulware	Helsinki	85599 - Muut koulutusta antavat yksiköt	
27.08.2025	Sohviva tmi	Jyväskylä	86909 - Muu terveyspalvelu	
27.08.2025	Tmi Petra Marttila	Tornio	96022 - Kauneudenhoitopalvelut	
27.08.2025	Janina Nampajärvi	Rovaniemi	79900 - Varauspalvelut, matkaoppaiden palvelut ym.	
27.08.2025	Pure Nails Lappeenranta	Lappeenranta	96022 - Kauneudenhoitopalvelut	
27.08.2025	Bright North	Helsinki		
27.08.2025	Valkyron Dynamics Oy	Kirkkonummi	62010 - Ohjelmistojen suunnittelu ja valmistus	
27.08.2025	Lunovieno Oy	Tampere	47913 - Laajan valikoiman postimyynti ja verkkokauppa	
27.08.2025	Medolo Oy	Helsinki	86210 - Terveyskeskus- ja vastaavat yleislääkäripalvelut	
27.08.2025	Immonen Hannu	Kuopio	70220 - Muu liikkeenjohdon konsultointi	
27.08.2025	Ceylon Glory	Vantaa		
27.08.2025	Dr. Stringlove	Helsinki		
27.08.2025	Sasson Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
27.08.2025	ZEZON Solutions Oy	Liperi	70220 - Muu liikkeenjohdon konsultointi	




Päivämäärä	Yritys	Kotipaikka	Toimiala	
27.08.2025	Amida Oy	Hyvinkää	56101 - Ravintolat	
27.08.2025	Overhouse Oy	Loimaa	49410 - Tieliikenteen tavarankuljetus	
27.08.2025	Acodica Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
27.08.2025	Historiavelho Oy	Sulkava	58210 - Tietokonepelien kustantaminen	
27.08.2025	Vilponen Law & Consulting Oy	Vantaa	69102 - Lakiasiaintoimistot	
27.08.2025	KORPIUM OY	Helsinki	90010 - Esittävät taiteet	
27.08.2025	Malero oy	Padasjoki	56302 - Kahvilat ja kahvibaarit	
27.08.2025	YesPlease Oy	Helsinki	90030 - Taiteellinen luominen	
27.08.2025	plentyofsales Oy	Helsinki	73112 - Suora- ja ulkomainonta	
27.08.2025	Data Unlimited Oy	Tampere	62010 - Ohjelmistojen suunnittelu ja valmistus	
27.08.2025	Maria Kiviniemi Oy	Turku	86220 - Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut	
27.08.2025	Koneurakointi Juslin Oy	Vantaa	42999 - Muu muualla luokittelematon maa- ja vesirakentaminen	
27.08.2025	Drebin Venture Capital Oy	Turku	62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
27.08.2025	Decia Oy	Janakkala	62010 - Ohjelmistojen suunnittelu ja valmistus	
27.08.2025	EGC Helsinki Oy	Helsinki	93190 - Muu urheilutoiminta	
27.08.2025	SK9 Partners Oy	Helsinki	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
27.08.2025	RakVex Oy	Hämeenlinna	78300 - Muut henkilöstön hankintapalvelut	
27.08.2025	HOUSE FLIP X OY	Kouvola	41200 - Asuin- ja muiden rakennusten rakentaminen	
27.08.2025	P-Kiinteistöt Oy	Naantali	68100 - Omien kiinteistöjen kauppa	
27.08.2025	Sabriye Taxi Oy	Vaasa	49320 - Taksiliikenne	
27.08.2025	VYX Automation Oy	Oulu	71127 - Kone- ja prosessisuunnittelu	
27.08.2025	Technovita Oy	Siuntio	71125 - Sähkötekninen suunnittelu	
27.08.2025	JZII Rakennus oy	Vihti	41200 - Asuin- ja muiden rakennusten rakentaminen	
27.08.2025	WonderWhy Oy	Jyväskylä	70220 - Muu liikkeenjohdon konsultointi	
27.08.2025	Harent Oy	Kuusamo	77110 - Autojen ja kevyiden moottoriajoneuvojen vuokraus ja leasing	
27.08.2025	Aurette Oy	Vantaa	47913 - Laajan valikoiman postimyynti ja verkkokauppa	
27.08.2025	Utuneito Oy	Helsinki	90030 - Taiteellinen luominen	
27.08.2025	St. Riri Medical Oy	Kirkkonummi	86909 - Muu terveyspalvelu	
27.08.2025	A.Strömborg Ab Oy	Parainen	41200 - Asuin- ja muiden rakennusten rakentaminen	
27.08.2025	Spote Oy	Jyväskylä	62010 - Ohjelmistojen suunnittelu ja valmistus	
27.08.2025	Se Paikallinen Taksi Oy	Iitti	49320 - Taksiliikenne	
27.08.2025	IMT-Tech Oy	Turku	25990 - Muiden metallituotteiden valmistus	
27.08.2025	Apetoria Oy	Oulu	56101 - Ravintolat	
27.08.2025	Raivia Oy	Kuopio	70220 - Muu liikkeenjohdon konsultointi	
27.08.2025	Seje Saheed Dare	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
27.08.2025	Kapitec Oy	Kouvola	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
27.08.2025	LittleOwl Oy	Lahti	47913 - Laajan valikoiman postimyynti ja verkkokauppa	
27.08.2025	Tmi Tuomas Kousa	Heinola	90030 - Taiteellinen luominen	
27.08.2025	AaltoKoulu	Seinäjoki	85599 - Muut koulutusta antavat yksiköt	
27.08.2025	Carrot Pirkanmaa Oy konkurssipesä	Tampere	78200 - Työvoiman vuokraus	
27.08.2025	MS Peltikate Oy	Oulu	47529 - Muu rauta- ja rakennusalan vähittäiskauppa	
27.08.2025	Interactive Tutor Bot Oy	Helsinki	85600 - Koulutusta palveleva toiminta	
27.08.2025	Tmi Roope Virtanen	Lahti	42110 - Teiden ja moottoriteiden rakentaminen	
27.08.2025	Huvi Kasperi Aapo Oskari	Savonlinna	96021 - Parturit ja kampaamot	
27.08.2025	FlexCon Solutions	Espoo	71125 - Sähkötekninen suunnittelu	
27.08.2025	Metsola Performance & Sports Rehab	Espoo	86909 - Muu terveyspalvelu	
27.08.2025	Solid House Kiinteistönvälitys Oy konkurssipesä	Espoo	68310 - Kiinteistönvälitys	
27.08.2025	T&T Laine Oy konkurssipesä	Riihimäki	56302 - Kahvilat ja kahvibaarit	
27.08.2025	Solid House Kodit Oy konkurssipesä	Tampere	68310 - Kiinteistönvälitys	
27.08.2025	Nordic Stream AB		46499 - Muu kotitaloustavaroiden tukkukauppa	
27.08.2025	Lääkäripalvelut Mia Rinta-Jaskari Oy	Oulu	86220 - Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut	
27.08.2025	Uudenmaan Kauppakartano Oy	Kauniainen	47113 - Valintamyymälät (yli 100, alle 400 m2)	
